year,200 km,B31 3.43W,B32 0.00667E,B33 6.4983E,BerknerR25 45.716W,Bryan coast,D66 136.9352E,DIV2010,Derwael Ice Rise,Dyer Plateau,FB9802,FB9804,FB9805,FB9807,FB9808,FB9809,FB9810,FB9811,FB9812,FB9813,FB9814,FB9815,FB9816,FB9817,Ferrigno,Fimbulisen s100,GV2 145.2631 E,GV5 158.5369 E,GV7 158.8624E,Gomez,H72 41.08333E,Hercules Neve 165.4 E,ITASE-00-1,ITASE-00-3,ITASE-00-4,ITASE-00-5,ITASE-01-1,ITASE-01-2,ITASE-01-3,ITASE-01-4,ITASE-01-5,ITASE-02-4,ITASE-99-1,"JRI (Aristarain et al., 2004)",LGB65 77.07472E,Law Dome (2015),RICE,RIDS-A,SPOLE 0EW,THW2010,Talos Dome 159.07575E,UP-C,WAIS 2014,WD05A 112.125W,WD05Q 112.086W,vrs-13 (vostok stack)
1964,280.695315451436,57.7,62.8,49.8,134.6,495.904407965601,264.6103,323.4,554.174365081175,526.999999999999,81.6,35.4,47.0,40.9,75.2,124.2,43.0,59.6,42.0,53.1,55.8,49.3,52.1,58.4,390.046656298599,163.0,110.46992,80.5671160418956,211.093782044149,857.598744010635,468.688669413448,138.2962,214.331764,447.855466252175,153.96476,95.404868,392.556414866748,531.14248,243.999136,381.494499247415,272.228906,101.139826554444,114.06293159952,541.429,82.0,513.0,227.630029217717,147.4761,82.5704664000003,239.7,70.9500000000003,96.018594899998,210.621848644764,185.0,241.0,14.1002608465
1965,284.236804535976,49.0,75.0,52.9,115.6,385.526709258171,169.791,368.0,619.204575920397,557.0,150.3,33.1,46.9,83.2,44.1,81.4,72.3,76.7,33.4,53.1,123.7,49.0,70.2,61.6,328.345446772125,212.0,129.68208,102.827724926611,252.932347360964,675.936158053677,426.248006239659,169.35,229.663474,372.124638563044,187.273413,114.095572,290.661938922482,403.568953,386.425148,318.818333338235,343.460396,122.066820226666,207.51711055855,623.313,104.0,737.0,401.188283675956,141.0465,114.0325045,281.9,90.0,53.3950415999989,171.22089871193,240.0,231.0,25.598544585
1966,153.77565710387,56.2,71.5,49.9,110.8,391.529119006103,272.00328,398.9,428.502002595783,267.999999999999,172.0,32.8,46.1,59.1,48.1,76.3,114.7,50.7,54.1,53.1,117.5,48.7,63.2,49.6,369.159060011652,224.0,120.076,119.362836472599,376.577897906516,763.663475814567,309.210979202026,84.0756,273.536756,432.362874196739,223.229385,136.630475,401.227287305766,495.554028,345.651247,351.278844257354,264.258985,121.757174236667,191.349726333065,641.119,66.0,576.0,283.788365166125,268.584899999999,40.9034673999999,300.8,94.500000000005,65.2376036999986,188.43228697796,180.0,182.0,20.121922801125
1967,219.770365568479,47.3,60.1,61.0,125.3,511.748633091149,126.57291,338.0,636.05509933743,592.000000000001,111.8,48.9,45.4,46.2,67.1,62.0,101.9,48.3,41.4,53.1,40.4,58.3,61.9,51.0,410.049314642953,309.0,125.284,141.065170376708,253.565818643527,722.35320891792,255.60490130114,114.0464,228.123737,353.08505701413,162.067845,124.885058,325.172558812697,319.442987,291.02486,292.000694825,302.834091,180.275424807733,135.170103164694,389.21,88.0,681.0,309.798081057906,202.8042,72.4789628000001,227.6,119.1,154.1425132,260.433760710841,186.0,210.0,22.616414557375
1968,146.517185559346,42.0,50.4,51.4,188.8,410.220367693727,300.48985,265.0,364.432342463108,273.0,131.1,82.7,44.6,58.5,70.6,94.5,82.5,49.9,33.0,52.9,58.6,51.6,40.0,46.6,491.791826755152,493.0,106.33224,146.572055015674,269.443978563617,655.570534231735,416.767434192962,180.9734,201.451735,396.500079886956,237.845843,146.996147,272.121374634805,400.971487,251.753399,218.800836412647,227.670957,101.919905306122,134.516935242802,1069.59,71.0,600.0,217.343206530092,202.144400000001,85.6699073999998,233.0,71.9999999999999,97.9129413000008,178.575318858383,171.0,257.0,19.502166265
1969,321.787843313812,44.6,49.0,33.8,129.4,317.667256059398,125.09516,279.8,348.218917903421,380.000000000001,172.0,75.7,43.9,99.6,110.7,81.8,71.1,57.7,57.7,53.1,58.2,56.1,43.7,33.9,297.020484171325,154.0,136.71288,97.3730435418815,101.014791533121,769.732264046554,252.945522065181,106.6104,188.871633,333.946464838043,186.992831,135.33272,246.203187940001,387.380625,615.097056,273.903661247647,220.546257,112.060695918368,200.412927436637,676.445,131.0,612.0,284.252185405119,253.7778,80.7517506000003,232.2,58.049999999995,73.1011764000006,228.645036384288,197.0,151.0,12.8980369325
1970,138.970678230575,45.9,50.7,57.4,85.3,466.757651894645,204.98474,423.9,613.782593545098,342.000000000001,121.7,77.2,45.1,53.8,78.5,87.7,45.1,42.8,29.0,52.1,97.4,62.8,24.9,44.4,389.018147975802,247.0,109.8869,96.8605538390295,239.370503941112,880.657523859492,367.454761404027,110.7912,253.852083,442.378940147826,170.048139,162.426468,307.9784868925,356.566207,492.654568,310.072861486006,383.014707,91.732389183673,130.329533038768,606.644,107.0,706.0,251.561124103034,201.247,75.8835387,283.6,144.05,84.9233823000007,168.958976119818,199.0,180.0,37.09720691
1971,257.856025817492,53.0,50.2,61.0,187.2,508.867140620505,245.60596,461.1,595.49153527721,463.999999999999,161.5,39.6,46.3,62.2,93.1,82.8,70.9,42.5,26.9,50.3,84.3,77.3,48.3,67.4,337.687507267722,421.0,121.1975,86.0982700791374,331.004914876152,815.840114480046,346.052825237688,242.612,176.204353,491.233380280435,173.54153,128.349348,356.24514925,504.436317,375.61627,481.45028064394,420.369484,111.873708200001,128.42918933103,704.991,160.0,774.0,205.671909784845,294.407199999999,119.6376106,275.9,78.8999999999999,86.5414706500007,288.212333286098,167.0,179.0,28.580132918
1972,277.376041783817,56.1,71.6,57.3,100.6,386.914587963983,226.99006,449.4,848.724047068925,528.0,102.3,85.0,46.3,37.5,71.7,103.9,39.2,72.5,41.0,50.3,75.7,40.8,37.0,90.0,245.524296675194,299.0,116.3496,143.327639382136,237.358015926904,730.772282650753,356.587774538611,85.4579999999996,311.503021,398.172807920652,205.507154,128.008094,372.293861643751,329.116561,244.817099,363.530033433638,462.754777,79.1788042673465,183.835996572921,775.032,120.0,738.0,288.912588143855,205.8885,79.2599424000002,289.2,125.35,72.1402941000006,194.274858449694,262.0,208.0,27.899388888125
1973,307.015800682897,46.7,74.5,55.6,108.6,444.070870437016,125.91528,357.0,477.499094154212,298.0,152.5,51.6,38.9,60.6,48.4,92.4,43.3,84.1,41.0,50.3,51.4,61.3,31.4,47.8,327.238921599007,183.0,126.0454,94.1517022983737,222.579819623135,701.850602612971,307.070414440319,126.9,194.257648,378.820490239131,207.888347,85.13022,235.004533387499,430.556998,301.683727,252.403787369696,225.168656,118.832245702041,126.050596630706,964.675,170.0,676.0,301.394305812844,182.1072,87.5130583999997,214.5,40.5000000000001,71.8544118000006,147.113148503161,177.0,197.0,17.9767661735
1974,261.777174837014,49.9,66.1,47.0,230.6,360.728094018584,214.87465,305.2,642.245071853341,685.0,57.9,65.8,45.0,85.8,79.7,96.9,41.3,57.7,41.0,50.3,57.1,65.4,72.4,64.0,337.329244494006,337.0,130.08582,136.622307139488,268.221388854181,701.504827332508,223.797799327791,106.6428,197.086521,295.652302486957,179.209003,134.252662,337.738031774016,388.847691,344.701156,319.096957842214,239.184094,98.7603375897959,102.882890304504,915.29,117.0,863.0,155.250853640237,219.413899999999,86.9043392000001,272.1,58.4999999999999,59.6602941000005,191.954577990875,161.0,183.0,20.940659823
1975,191.272117336216,57.5,77.5,52.3,133.9,490.468324136409,173.00666,290.0,558.49606951555,447.999999999999,198.7,50.1,29.6,56.4,41.5,119.5,74.2,35.6,41.0,50.3,86.7,23.1,69.6,82.8,418.885448916409,240.0,120.076,73.1722468949317,198.795400006037,663.51672378895,313.246532967088,106.9536,235.487918,286.658059196738,151.183095,116.699268,264.857824351334,466.681078,245.081134,322.246480610625,252.270419,98.087541828571,187.033309129667,769.772,175.0,876.0,254.419073926309,212.6403,47.5291015000002,185.9,81.6,83.1908823000007,199.565959421512,236.0,154.0,20.098847508375
1976,278.695694136437,65.0,88.4,45.5,202.1,363.858624093943,275.42469,452.4,490.347445152137,296.0,134.7,58.1,73.5,95.5,45.3,50.6,85.5,93.6,41.0,50.3,75.7,56.2,32.6,61.0,316.620241411328,224.0,129.68208,132.775977826002,206.531585477659,700.889226536317,372.978059424571,147.3108,120.26072,432.237831897824,144.423654,130.816784,409.012841609504,399.223394,484.539333,281.738866412973,331.232639,144.594421390189,118.186183151472,817.16,170.0,753.0,123.993563377995,239.068,55.8948922999999,244.8,63.0000000000001,139.747867800002,231.762804694343,153.0,205.0,24.156990417625
1977,250.232792439844,82.7,66.9,53.0,108.3,434.215819194738,63.64462,431.5,616.659323111459,524.999999999999,129.1,71.6,111.4,81.1,67.2,63.0,41.7,36.5,41.0,50.7,33.6,48.8,50.2,72.9,377.682403433476,150.0,114.6829541,161.563079279833,248.957618819262,908.183370356203,123.993862565979,182.1248,221.155687,452.991567456521,182.960115,158.81375,309.704527082831,413.978602,321.536353,354.570085719697,244.076852,197.886881632692,84.0311538263551,851.119,171.0,813.0,173.259711303761,249.062600000001,42.8166292,271.5,37.8,128.9086764,135.187692840419,200.0,193.0,19.141425816375
1978,191.612187921926,80.4,63.8,67.8,112.2,560.513048110584,117.49776,313.7,469.862555689232,423.0,129.8,74.9,46.1,35.7,56.2,105.6,78.4,51.5,49.6,64.1,118.9,41.7,38.8,84.2,346.925366211883,232.0,116.5728267,164.064055739273,298.858440881877,1096.77789003871,368.915804836637,140.322,143.675912,339.884031910869,154.534939,98.730694,247.412696658068,473.521241,367.45681,307.91125897312,333.586181,102.219950059616,79.5244025843806,577.644,142.0,531.0,204.035832515546,177.319,59.6498593999999,235.7,118.85,58.2772059000001,220.119514155962,172.0,157.0,28.881213496625
1979,347.897133082182,73.3,94.5,59.6,108.6,442.233396152205,222.186515,426.2,743.954631120239,393.000000000001,103.9,50.8,44.5,68.1,61.3,113.3,79.9,60.4,32.3,46.5,75.6,45.9,42.8,46.1,397.851539858571,259.0,138.1603872,80.4504255544532,169.438447909075,850.058942231198,305.223250240809,79.7796000000001,132.236603,467.14268048913,212.974154,153.128764,427.393523398396,553.745887,308.747397,342.12309946298,357.068742,171.046985680016,104.189437083516,839.053,91.0,711.0,210.055466567532,265.7694,42.3913144,273.0,107.5,173.640441300002,277.039981319973,223.0,233.0,26.6355788365
1980,343.513852513376,75.0,83.2,48.2,175.6,361.559495588013,245.22165,302.2,561.621176129529,409.999999999999,181.3,65.4,45.4,50.1,71.9,80.5,72.5,57.9,41.0,56.4,80.8,27.8,39.2,48.2,244.680440239429,262.0,125.833371,188.080765455441,237.141680421045,585.476808180216,386.926975375064,140.5623,168.917967,348.159385995652,277.786682,178.358173,358.669378297775,540.295175,393.02039,314.876899482353,199.255118,122.80324519674,144.39707073851,552.185,116.0,969.0,158.536624842082,293.749400000001,25.3460852,253.9,67.5,68.9558823000006,240.717115378275,254.0,219.0,18.4130358333333
1981,304.436181996438,58.8,48.8,56.5,160.4,619.252545203107,200.48656,479.6,669.886686522755,665.0,92.5,56.1,44.2,52.4,109.1,100.7,75.3,57.6,41.0,55.8,56.6,50.5,72.6,50.3,407.627576623176,198.0,136.143,73.0016987212491,190.492342868629,906.092549528183,276.084281519427,197.0709,257.569346,386.147570657609,142.714155,131.951549,413.053314373162,466.80579,314.446366,279.851135352059,406.179725,50.6713690532608,249.748045170857,886.0,146.0,1082.0,176.748925486268,243.6304,67.2532318000001,348.6,63.0000000000001,80.0872059000007,206.266958797046,209.0,249.0,36.1632233333333
1982,202.73533006104,61.7,48.4,70.9,134.8,509.079568727981,123.90888,409.8,671.368152633531,509.0,119.5,68.1,39.2,117.5,53.1,39.5,86.0,57.4,41.0,55.3,80.3,39.5,36.5,38.9,356.467728868485,195.0,121.55625,85.1686485081245,267.980753527054,1104.40427551216,444.517773159657,146.4344,304.181069,288.59652966087,247.196305,127.195007,301.027519479257,475.889178,362.39195,363.041656874999,380.020525,50.4732512032608,110.809824175108,757.0,222.0,690.0,261.88476676741,240.9796,25.0908126,287.4,49.4999999999999,125.065146900001,193.415337036034,224.0,232.0,17.316484875
1983,288.573529900939,83.2,68.0,65.1,210.9,484.195138964871,182.449982,471.9,672.601401122095,571.0,145.4,36.9,40.1,70.1,58.4,94.9,122.8,57.2,58.5,45.3,91.8,26.2,43.3,86.1,356.357746152956,217.0,127.89562,214.395105873417,305.281866416867,943.443576994725,369.204925107299,155.2121,363.821902,374.990486001087,210.293137,109.602524,342.869113724954,531.709153,345.908514,378.042722206288,350.81872,80.4064966097828,184.88291362558,495.0,130.0,726.0,196.920839215777,243.3696,49.9616399999999,281.4,73.8000000000001,90.3529413000001,258.813142753376,162.0,176.0,38.119534625
1984,328.25163373374,73.6,56.6,59.4,173.1,637.277197133905,130.829,505.0,543.267466243063,340.0,178.8,35.2,69.9,82.6,69.1,61.3,143.4,57.0,55.4,68.2,71.7,55.6,51.3,64.7,346.042638498014,158.0,118.90968,111.074300888914,153.05384440626,1064.43581634346,393.343473245946,77.0964000000002,379.624671,447.665899265217,168.808993,139.478467,397.914007923,562.985857,308.865913,410.828110414146,475.971302,79.9748599163046,117.193385118108,588.0,130.0,908.0,244.382280952004,246.7586,164.1335474,380.8,59.4499999999999,89.8447058999994,235.972490734776,247.0,238.0,24.3512041666667
1985,238.427442424421,53.5,39.9,65.6,122.8,771.640308052588,280.97705,382.2,511.919969837839,605.0,110.4,43.0,39.0,60.6,40.8,64.3,133.5,56.7,30.4,58.1,46.5,49.5,64.3,84.5,518.743979965326,319.0,128.81882,131.269628323263,197.547190416131,997.890882203358,280.610540029994,115.2567,254.123851,355.391675530435,162.102009,109.220654,500.887501991446,537.603206,349.43836,455.160904210645,475.414231,88.4777196786304,146.392119827668,329.0,145.0,766.0,196.475879597875,252.4672,64.6660200000001,281.3,43.0500000000001,67.0499999999996,159.10989731687,228.0,190.0,23.1670375
1986,188.8676448675,53.6,44.7,58.2,94.4,261.433157015427,262.71905,350.4,603.123848636077,511.0,82.3,45.1,56.4,101.8,51.6,72.7,91.7,56.1,30.2,44.8,32.9,40.0,47.4,52.6,244.020797227035,226.0,139.28565,167.339314965158,242.182408923741,714.916884842165,322.394007512262,189.5969,190.814617,318.712635845652,169.320313,187.193406,377.555826389686,477.858483,241.71571,336.709653977097,221.761419,106.820440353192,82.5672994674603,737.0,114.0,814.0,193.360842304327,276.4227,95.7580954000001,251.4,93.9999999999999,111.114705899999,179.336530131762,197.0,197.0,6.944025
1987,395.946932530725,66.9,67.7,40.6,155.3,552.250471128191,170.3988,390.0,631.546041728414,502.0,147.2,64.3,46.9,86.3,81.5,90.3,107.9,81.6,30.2,51.9,55.1,56.6,37.3,50.4,396.32010469995,286.0,126.79011,147.784375488028,250.703586792275,733.79107821911,273.998393591462,134.1626,200.321502,318.134601891304,142.756677,104.501466,293.948042347158,528.944774,345.815785,327.208861077584,328.140737,77.1804504638298,122.829206059612,472.0,166.0,707.0,199.053276333611,184.8326,105.7674048,217.7,140.25,110.320588199998,240.455612722797,181.0,217.0,26.56765
1988,433.803113605656,63.6,99.4,37.9,112.1,520.207208607286,165.15905,451.7,931.933590477044,517.0,139.7,51.3,49.4,48.4,103.8,150.3,103.4,58.3,41.0,51.3,96.4,57.9,57.2,76.6,467.166762839008,300.0,117.39825,108.375208691221,212.067578104914,855.792582827782,172.029410602661,74.6699,184.002171,421.816131026088,252.362792,98.722453,407.998804930403,405.162352,323.228478,380.219965830303,353.093784,162.343453914894,202.398440511247,518.0,191.0,703.0,216.44033597301,210.5715,162.8489254,339.8,70.0,65.8111764000001,188.342542561742,198.0,233.0,20.6977333333333
1989,433.803113605656,85.3,93.2,54.6,139.8,663.786920786053,248.88428,391.3,675.866793999757,852.0,66.1,57.3,37.5,63.2,47.0,103.3,118.4,64.4,41.0,51.3,86.6,51.0,68.8,110.0,456.729845065549,188.0,131.05915,66.0617043497538,189.742686409636,1273.56108589576,306.240598808807,92.1648,195.423038,234.511378093478,157.019696,102.230404,341.270523447251,472.692332,393.557562,417.455074827449,369.612915,120.388591704256,179.8905946,877.0,186.0,861.0,235.918397816683,206.5695,44.3733934,241.4,94.5,163.2772059,164.899743326883,181.0,166.0,29.881625
1990,433.803113605656,70.4,63.1,60.4,158.2,411.792145170539,211.68708,253.9,538.0198057347,852.0,71.1,62.4,40.3,94.5,99.7,60.1,75.5,56.7,34.7,51.0,28.6,51.4,37.4,29.5,344.925642700688,262.0,137.70176,101.010068260537,220.015912241537,789.008456167977,280.192523147735,172.2084,260.691692,282.638137191303,205.934806,82.112813,263.781530928525,481.370648,273.96426,283.890142107581,395.772208,117.729072555319,178.122,1068.0,116.0,754.0,129.105188955131,232.200570866142,132.5603759,267.6,130.2,182.8875,234.094650838868,182.0,177.0,13.7353
1991,433.803113605656,70.4,60.233333333333334,60.4,156.3,306.449037326487,179.982,356.2,500.695229762565,852.0,91.4,51.8,29.6,45.3,47.7,96.9,127.8,46.4,53.7,42.3,40.8,51.8,42.2,61.9,365.075096992278,304.0,113.44858,146.049189606142,302.068679417874,788.605253803366,412.562062923716,99.89364,315.110077,340.965703523912,154.283249,136.341774,325.004052161851,381.994498,361.885722,282.1704165625,361.667588,141.831556525532,167.8,349.0,116.0,878.0,134.645003478348,230.675118110236,92.0,272.7,117.6,85.2705881999999,262.875072189624,184.0,195.0,21.35785
1992,433.803113605656,70.4,57.36666666666667,60.4,134.1,474.763862876769,246.4911,593.4,868.654522885483,852.0,100.5,41.9,36.5,61.0,90.1,101.2,72.6,92.0,34.5,33.1,106.8,57.9,53.9,68.1,466.198318553496,347.0,140.33328,105.820071511038,390.077412582868,965.605731351302,366.043449191132,81.73116,271.625715,435.49353360326,246.388139,130.450939,430.650035676623,607.431024,430.331145,430.066203616911,382.383305,95.8655521232492,172.956,606.0,136.0,780.0,280.112528210644,304.107086614173,92.0,315.9,94.8,126.9529413,275.702861223457,191.0,276.0,13.9562791666667
1993,433.803113605656,70.4,54.5,60.4,134.1,432.285800852842,227.98934,409.5,570.74696926653,852.0,148.2,47.9,76.5,74.4,124.2,106.4,89.8,52.8,35.1,63.6,48.0,67.3,44.1,76.8,344.396270575145,197.0,131.4070602,107.723257957901,293.132045351799,993.3642481757,270.23638610617,81.73116,298.853769,280.936476455434,235.872827,118.087325,426.840310526247,555.302502,425.380459,304.415869164705,260.02127,122.423580760975,177.398571428571,668.0,141.0,729.0,290.453558221101,240.784881889764,92.0,351.6,94.0,90.4267166999998,218.223894427287,357.0,222.0,11.2330166666667
1994,433.803113605656,70.4,52.2,60.4,134.1,341.440174183825,167.826605,399.3,495.432970515076,852.0,97.2,48.6,93.2,85.6,131.7,121.7,122.4,34.1,46.8,50.0,42.9,51.0,46.9,89.0,283.51167874813,205.0,104.1908479,143.750556768072,222.187924833198,815.45623817454,412.032798130431,81.73116,220.833516,275.670543545652,157.746971,92.067807,413.524006902343,532.040877,312.34133,365.12758326,393.513724,119.140088175609,118.480714285714,399.0,164.0,562.0,200.04377497281,229.191496062992,92.0,286.2,70.0,95.1555000000001,150.946960683515,250.0,234.0,15.5274916666667
1995,433.803113605656,70.4,47.1,60.4,134.1,522.24587259105,236.18685,401.4,421.903614790066,852.0,204.5,59.7,54.2,111.5,86.6,78.4,76.3,47.9,41.0,41.5,115.5,63.2,68.4,48.8,435.129250866273,153.0,150.3565,78.6327831893729,251.999381805788,833.169435898375,267.828778604806,81.73116,274.483552,219.935868826087,103.369233,89.542276,342.967332164461,333.000641,315.284518,326.364641805589,343.907171,175.150226753283,139.334142857143,349.0,119.0,663.0,219.445017088948,208.069291338583,92.0,259.5,155.4,121.716,180.853345304143,134.0,171.0,6.593875
1996,433.803113605656,70.4,72.4,60.4,134.1,521.501619580977,228.64757,368.2,801.19625039663,852.0,106.7,47.2,70.9,90.1,82.8,87.0,119.7,59.3,41.0,53.8,69.5,34.8,44.1,62.9,445.009730756854,231.0,115.9893,250.03169295183,231.570398806125,935.38198107618,341.189442353516,81.73116,155.771442,165.24274566087,190.664439,100.631373,256.859039237707,470.825952,301.115999,301.574881642996,410.540946,199.925229179487,121.249142857143,500.0,144.0,878.0,162.704765536921,208.069291338583,92.0,369.8,37.8,79.704,191.635750661788,166.0,178.0,19.5846166666667
1997,433.803113605656,70.4,58.1,60.4,134.1,389.460144015903,239.7185,395.4,587.586518838791,852.0,152.4,47.2,67.5,84.0,112.9,73.0,112.0,88.1,41.0,46.9,104.4,32.8,39.0,119.5,323.494723298665,248.0,139.1544,142.704801351256,233.147395783614,1047.49833851708,206.992057279976,81.73116,259.133205,120.606412365217,108.241008,107.498473,324.1287968428,446.450044,310.789582,331.29318139375,375.28722,130.336088888616,89.3288571428571,679.0,144.0,786.0,134.35286326274,208.069291338583,92.0,268.7,82.0,79.704,211.865519183052,185.0,179.0,9.02589375
