year,FB9813,FB9802,Siple Station,FB96DML01,FB97DML04,FB97DML06,FB97DML08,FB97DML09,FB97DML10,Hercules Neve 165.4 E,Fimbulisen s100,Ekstroem B04,Plateau Remote,Bruce Plateau,ITASE-01-2,ITASE-01-5,Ritscherflya Dronning Maud Land(100年)_δ18O_Ritscherflya Core E Dronning Maud Land d18O,Law Dome (2015),ITASE-00-1,WD05A 112.125W,ITASE-02-4,EPICA Dronning Maud Land
2009,,,,,,,,,,,,,,-18.5112,,,,,,,,
2008,,,,,,,,,,,,,,-18.5783,,,,,,,,
2007,,,,,,,,,,,,,,-19.7035,,,,,,,,
2006,,,,,,,,,,,,,,-18.4039,,,,,,-32.676,,
2005,,,,,,,,,,,,,,-18.0582,,,,,,-32.77277106,,
2004,,,,,,,,,,,,,,-18.8276,,,,,,-34.90898095,,
2003,,,,,,,,,,,,,,-19.2959,,,,,,-34.06291053,,
2002,,,,,,,,,,,,,,-20.0882,,,,,,-34.60150953,-43.91244186,
2001,,,,,,,,,,,,,,-18.5204,-27.58,-32.988,,,,-34.77497106,-41.77823333,
2000,,,,,,,,,,,,,,-18.1729,-29.213,-29.631,,,,-32.9421,-43.63939875,
1999,,,,,,,,,,,-24.75,,,-18.8057,-30.044,-30.38,,-23.8338,-33.5869,-34.74412895,-42.024093,
1998,,,,,,,,,,,-23.62,,,-18.689,-29.188,-30.681,,-22.4601,-30.64515,-32.07910476,-40.27404,
1997,-45.74,-33.47,,,,,,,,,-19.61,,,-20.4655,-30.848,-32.502,,-23.1874,-31.27915,-33.96101842,-41.79747472,
1996,-43.58,-27.23,,,,-46.04,-38.73,,-46.84,,-23.71,,,-20.1046,-30.094,-32.763,,-21.2777,-31.05205,-34.18554286,-42.28082691,
1995,-41.82,-32.31,,,-47.56,-46.75,-46,-48.71,-47.95,,-19.53,,,-18.261,-29.721,-32.264,,-21.9425,-31.30295,-33.9045079,-42.61236486,
1994,-45.39,-30.77,,,-47.25,-47.36,-46.04,-48.15,-49.66,,-23.62,,,-20.2103,-29.207,-31.751,,-22.9715,-33.2582,-33.73939286,-41.10546479,
1993,-46.59,-30.16,,-40.36,-46.1,-48.73,-47.55,-48.58,-48.54,,-19.86,,,-18.9123,-28.485,-31.034,,-23.00505,-32.83705,-32.36373158,-41.69604975,
1992,-45.66,-33.05,,-42.84,-49.14,-48.08,-47.77,-48.81,-49.41,-33.18,-23.33,,,-18.0297,-30.928,-30.173,,-21.9242,-31.4699,-31.97460238,-43.87922509,
1991,-44.81,-29.99,,-44.08,-47.56,-45.15,,-47.48,-52.63,-35.3,-23.44,,,-19.8831,-31.129,-31.109,-23.496714,-22.23545,-31.173,-33.71054211,-43.08939667,
1990,-45.91,-31.85,,-46.09,-49.03,-46.43,-41.37,-47.22,-50.6,-36.44,-24.64,,,-20.3291,-28.672,-31.038,-24.38,-23.34585,-32.1088,-33.58005,-41.34428293,
1989,-46.83,-30.55,,-44.18,-46.64,-48.77,-42.95,-46.96,,-31.39,-22.72,,,-18.3735,-29.917,-31.363,-26.73,-21.9704,-32.1809,-33.23084737,-42.722527,
1988,-45.49,-31.16,,-45.1,-45.72,-49.79,-46.76,-48.15,,-34.8,-24.44,,,-18.4648,-30.459,-30.821,-23.25,-21.3319,-33.31785,-33.76619524,-41.74703229,
1987,-45.94,-32.65,,-44.54,-44.44,-51.51,-47.34,-50.88,,-32.57,-23.12,,,-19.7307,-28.926,-31.47,-24.42,-23.09955,-33.86885,-34.25967106,-42.09624489,
1986,-50.39,-32.57,,,-44.02,-47.94,-46.87,-51.25,-48.21,-38.94,-21.67,,-53.85,-20.9069,-30.593,-30.375,-27.42,-23.12945,-35.1041,-36.55386429,-45.40495373,
1985,-47.37,-31.41,,-44.37,-48.37,-45.81,-47.12,-49.04,-49.79,-35.13,-21.04,,-54.3835,-18.5037,-30.704,-30.185,-26.35,-22.6768,-33.12595,-34.38282632,-43.3766044,
1984,-46.09,-31.64,,-44.63,-48.08,-46.54,-43.5,-44.25,-50.45,-34.33,-21.75,,-54.5897,-19.2693,-29.902,-31.764,-27.16,-21.17745,-31.49305,-34.89558095,-46.34701488,
1983,-47.59,-31.79,-29.661,-44.54,,-48.54,,-41.29,-53.24,-37.16,-22.97,,-56.2466,-18.6625,-28.498,-32.32,-27.78,-21.7903,-32.5972,-34.07652631,-43.14672363,
1982,-44.65,-31.2,-29.436,-44.34,-45.89,-47.26,-46.66,,-47.49,-32.7,-25.08,,-54.5345,-19.2833,-29.552,-33.751,-27.45,-21.80165,-33.061,-33.20293334,-42.86360667,
1981,-45.65,-32.68,-28.767,-43.49,-46.74,,-50.39,-44.54,-47.49,-33.5,-22.97,-21.1,-55.2942,-19.4138,-29.594,-30.389,-23.08,-21.752,-31.80585,-34.82181316,-42.13170133,
1980,-42.21,-33.54,-28.24,-42.7,-44.37,,-47.01,-44.54,-47.82,-32.33,-23.32,-18.16,-51.8716,-20.078,-30.15,-31.056,-24.68,-22.1756,-31.104,-32.27903095,-47.39885458,
1979,-43.78,-33.55,-30.006,-44.19,-42.67,,-44.41,-44.54,-48.33,-35.91,-23.05,-20.13,-52.3945,-18.943,-28.234,-31.085,-27.21,-22.6267,-33.1068,-33.49367895,-44.13100612,
1978,-44.29,-33.63,-29.999,-44.07,-46.36,-48.74,-44.68,-45.09,-47.86,-34.5,-24.8,-18.1,-55.8374,-19.6668,-31.288,-30.954,-26.34,-22.9898,-32.9469,-34.21874048,-41.2181806,
1977,-41.02,-26.84,-30.657,-43.7,-46.42,-47.31,-45.61,-48.22,-48.89,-34.33,-24.83,-17.11,-57.1222,-20.0779,-28.868,-32.396,-24.02,-21.1963,-34.313,-35.1627921,-44.88816437,
1976,-43.52,-28.13,-30.273,-43.59,-47.29,-45.53,-50.2,-47.41,-47.59,-37.15,-24.5,-22.86,-54.8459,-21.2858,-29.908,-31.891,-23.44,-22.81415,-32.361,-33.62792143,-44.04858807,
1975,-43.52,-32.6,-28.786,-43.05,-48.73,-46.38,-47.54,-51.3,-45.96,-32.94,-22.92,-19.15,-56.725,-20.2578,-30.53,-30.501,-25.52,-20.6416,-33.64775,-34.41157895,-44.5734188,
1974,-45.55,-33.99,-29.964,-43.24,-47.93,-46.23,-46.17,-50.32,-47.69,-32.43,-25.01,-18.75,-56.9912,-18.5559,-31.264,-30.113,-26.49,-21.45275,-32.865,-34.49519286,-44.33250356,
1973,-46.19,-35.14,-28.837,-43.5,-45.82,-47.54,-48.07,-49.71,-49.74,-33.22,-22.63,-19.26,-56.3558,-21.0046,-29.124,-29.646,-27.34,-23.0353,-33.0512,-35.17428158,-41.48332045,
1972,-43.95,-29.03,-29.435,-44.38,-51.45,-45.09,-48.36,-47.98,-46.77,-34.73,-20.07,-18.94,-54.872,-20.1891,-30.042,-31.926,-27.92,-22.25145,-32.9472,-34.26735238,-43.1213145,
1971,-43.38,-33.78,-29.383,-45.01,-49.66,-46.96,-45.54,-52.17,-48.11,-34.19,-22.91,-20.36,-55.0557,-19.8709,-31.613,-30.764,-25.69,-22.17405,-32.09715,-33.2725,-44.01573445,
1970,-43.66,-29.73,-29.305,-45.33,-48.88,-49.2,-46.13,-49.87,-50.27,-34.39,-23.9,-17.3,-54.831,-18.6252,-30.881,-31.917,-24.16,-22.51625,-33.10025,-34.47086429,-42.70468411,
1969,-45.28,-32.98,-30.063,,-48.89,-49.63,-47.61,-50.47,-49.7,-33.79,-21.47,-17.78,-54.3878,-21.6947,-28.562,-32.989,-25.79,-23.0687,-33.99415,-35.20973158,-44.03782209,
1968,-46.44,-33.74,-30.459,-44.86,-47.7,-46.54,-47.92,-50.33,-49.75,-33.9,-21.24,-22.08,-53.9473,-20.5196,-29.08,-33.053,-26.9,-22.6797,-33.78105,-35.68765476,-42.2610745,
1967,-45.8,-31.95,-29.477,-44.68,-47.49,-46.74,-46.84,-51.09,-50.27,-30.96,-21.38,-23.36,-54.1581,-20.7847,-30.937,-31.128,-25.68,-22.15865,-33.19885,-33.98964474,-41.70223069,
1966,-43.56,-34.03,-29.927,-42.83,-47.5,-48.84,-47.71,-51.5,-48.71,-31.61,-22.04,-19.74,-54.3248,-19.0484,-31.04,-30.641,-26.86,-23.8139,-33.38405,-33.10647619,-45.44004646,
1965,-44.74,-33.98,-30.84,-41.34,-47.47,-50.23,-47.78,-49.72,-49.97,-34.22,-22.42,-16.51,-56.3779,-19.2851,-30.351,-31.839,-25.88,-22.16705,-32.90885,-33.94379474,-45.38354355,
1964,-45.57,-32.19,-29.436,-39.46,-46.29,-49.74,-46.01,-48.78,-50.89,-35.09,-22.03,-17.89,-57.2043,-19.111,-30.271,-31.986,-25.88,-22.15205,-31.4288,-34.40415238,-45.9852089,
1963,-46.28,-32.13,-30.327,-41.93,-45.19,-45.9,-46.87,-49.91,-51.58,-33.39,-24.53,-19.55,-55.6805,-20.1703,-29.836,-31.993,-27.16,-22.08095,-33.31395,-35.31518948,-44.05019275,
1962,-45.85,-29.66,-30.054,-40.63,-47.09,-43.31,-48.58,-50.07,-49.51,-34.4,-22.29,-19.32,-55.323,-19.1524,-29.766,-31.865,-27.3,-22.592,-34.16915,-34.58945715,-46.60743814,
1961,-43.95,-29.95,-29.281,-40.35,-48.16,-45.56,-47.89,-47.42,-47.13,-36.21,-23.71,-20.32,-52.9699,-19.9816,-29.769,-32.595,-27.32,-22.7673,-31.9212,-32.97062632,-43.80149433,
1960,-45.24,-32.45,-28.721,-41.5,-47.22,-50.02,-48.98,-48.09,-48.69,-34.01,-22.36,-20.54,-52.2672,-18.3137,-29.761,-31.305,-26.75,-22.9944,-32.9022,-35.16480715,-43.94082542,
1959,-44.12,-35.17,-29.823,-42.7,-46.78,-46.61,-48.35,-44.89,-49.68,-33.31,-21.5,-21.31,-52.5197,-20.0597,-30.271,-32.354,-25.95,-23.1659,-34.21585,-35.01857632,-44.20752338,
1958,-43.05,-31.42,-31.042,-43.44,-47.35,-47.22,-48.62,-41.94,-48.26,-34.21,-24.39,-20.57,-52.4284,-20.6277,-31.454,-31.275,-26.72,-21.5289,-32.7902,-35.81091667,-42.13531471,
1957,-47.12,-32.87,-30.701,-42.53,-45.5,-46.11,-48.24,-42.45,-50.91,-32.2,-23.1,-20.22,-54.167,-19.0258,-29.687,-32.086,-25.69,-23.0646,-34.35915,-34.09985263,-44.28770664,
1956,-46.94,-33.15,-30.517,-41.93,-47.71,-47.79,-47.48,-45.32,-49.25,-33.68,-24.03,-20.7,-56.879,-19.3009,-29.91,-32.608,-27.24,-21.8099,-33.13975,-33.9441381,-41.82749756,
1955,-45.45,-33.05,-31.234,-42.43,-46.98,-47.52,-46.4,-48.82,-49.8,-33.93,-22.71,-20.02,-56.8553,-18.5493,-29.773,-33.262,-25.54,-22.309,-33.8398,-33.80663948,-43.10390033,
1954,-45.49,-32.62,-29.722,-44.42,-46.55,-46.76,-48.29,-51.15,-51.69,-34.72,-25.41,-19.77,-53.1425,-19.5463,-29.855,-32.705,-28.06,-21.9265,-33.5001,-33.96027619,-44.81177863,
1953,-45.22,-33.19,-28.887,-46.37,-46.84,-48.58,-49.15,-49,-51.15,-35.65,-25.63,-19.6,-51.8499,-20.9675,-30.249,-31.451,-27.75,-21.5128,-33.8158,-34.21582895,-46.08643243,
1952,-44.65,-33.2,-30.496,-46.83,-47.84,-49.38,-48.77,-47.35,-50.15,-34.22,-23.58,-19.28,-53.4488,-20.0081,-30.883,-31.866,-26.51,-22.9906,-31.67805,-33.42559048,-43.60970529,
1951,-47.05,-32.65,-30.661,-45.01,-47.59,-49.07,-46.85,-45.91,-50.08,-34.77,-24.5,-22.99,-56.9081,-18.3369,-30.709,-30.704,-27.63,-22.1041,-33.02785,-34.39219474,-39.14121663,
1950,-46.3,-32.03,-30.107,-44.84,-47.43,-48.29,-44.48,-47.11,-50.55,-34.49,-24.19,-23.94,-57.8172,-19.7747,-29.889,-31.138,-27.21,-21.3597,-33.01285,-34.72862143,-43.94296162,
1949,-45.12,-33.39,-28.702,-44.28,-48.81,-50.94,-46.29,-48.84,-48.49,-34.29,-24.24,-22.15,-55.5723,-20.5213,-29.258,-31.327,-26.77,-22.252,-33.28095,-34.00045527,-39.91644813,
1948,-45.18,-34.46,-30.309,-44.45,-47.99,-50.71,-48.65,-51.25,-50.1,-32.46,-21.76,-20.49,-52.2297,-20.0212,-28.342,-32.166,-27.79,-21.8949,-33.98025,-34.66440238,-38.22479086,-44.82283186
1947,-44.37,-35.17,-30.737,-44.6,-46.13,-46.17,-50.72,-50.9,-47.4,-34.58,-23.65,-21.6,-54.496,-20.2094,-28.649,-32.117,-28.78,-22.6933,-33.723,-34.48477895,-42.7303048,-44.626
1946,-43.42,-32.81,-29.811,-43.45,-46.61,-46.75,-49.46,-49.1,-48.48,-34.36,-23.03,-20.76,-56.1023,-20.2703,-29.914,-31.375,-25.42,-23.2407,-31.44585,-32.89663095,-45.7131675,-44.47992
1945,-43.94,-31.7,-28.186,-43.92,-44.45,-48.75,-48.54,-46.3,-49.03,-32.76,-24.51,-19.76,-56.7197,-19.041,-29.969,-29.574,-27.7,-22.8317,-31.1591,-33.52364737,-44.04674245,-44.36647541
1944,-43.98,-32.69,-28.594,-44.06,-45.9,-50.73,-49.31,-47.84,-46.79,-36.55,-23.16,-21.14,-57.147,-19.9263,-27.783,-30.957,-25.05,-22.7046,-33.56795,-33.30497143,-41.689999,-44.46911504
1943,-44.56,-34.04,-31.507,-43.43,-48.72,-51.63,-47.95,-50.19,-46.66,-36.31,-23,-19.34,-57.5617,-18.2623,-26.617,-34.047,-27.1,-22.0262,-34.3568,-34.05051579,-41.92767508,-44.49330097
1942,-46.21,-34.37,-29.894,-43.47,-47.99,-48.6,-47.22,-48.85,-48.38,-35.1,-22.13,-20.24,-56.7456,-19.1014,-28.7,-32.167,-28.95,-21.6228,-32.847,-34.30288334,-42.9192032,-44.78909091
1941,-46.51,-32.01,-28.934,-43.06,-49.37,-47.61,-47.65,-47.23,-45.89,-34.57,-23.46,-21.93,-54.3742,-20.7827,-29.576,-29.213,-28.48,-22.3035,-31.15215,-32.84029211,-41.57678282,-44.99072917
1940,-45.64,-31.27,-27.739,-41.76,-50.31,-46.68,-45.14,-47.54,-43.86,-33.19,-22.96,-20.39,-51.7323,-21.2304,-30.246,-31.294,-26.55,-22.9746,-31.4079,-32.00455953,-40.454016,-44.34021739
1939,-45.59,-33.79,-28.298,-45.94,-49.22,-46.29,-42.87,-47.42,-42.4,-35.23,-21.53,-20.6,-50.9435,-20.5435,-29.858,-30.614,-26.95,-21.7469,-30.6468,-33.14485,-42.5570775,-43.88717391
1938,-44.99,-35.4,-30.046,-47.1,-48.99,-47.74,-42.82,-47.03,-45.61,-34.36,-23.44,-20.31,-54.3303,-20.6309,-28.815,-31.017,-24.88,-23.1844,-31.38705,-33.55557857,-40.74622033,-43.9775
1937,-45.01,-34.07,-30.117,-48.48,-47.16,-49.36,-42.9,-47.44,-47.63,-35.31,-24.7,-22.19,-55.6054,-18.6637,-28.891,-32.694,-28.11,-21.946,-34.25825,-34.95526842,-40.76231211,-45.88631579
1936,-45.96,-34.17,-29.829,-46.33,-46.93,-45.43,-47.56,-45.09,-46.32,-36.84,-22.7,-25.03,-54.674,-19.8209,-30.297,-30.978,-27.88,-23.3035,-34.28415,-34.87154048,-40.43041356,-46.59726027
1935,-44.82,-30.86,-29.492,-42.57,-45.16,-41.59,-46.8,-42.55,-50.86,-34.26,-23.74,-22.43,-52.6402,-20.2479,-30.804,-31.129,-27.39,-22.5538,-33.38295,-34.87434211,-43.33142225,-46.24243902
1934,-43.04,-33.05,-28.972,-42.05,-42.13,-41.71,-48.34,-47.54,-50.66,-31.35,-23.35,-20.78,-51.6024,-19.5344,-30.052,-31.676,-27.34,-23.0833,-33.08685,-34.32244286,-42.78709609,-46.78986667
1933,-42.29,-34.08,-29.389,-42.51,-42.63,-41.47,-46.65,-46.32,-50.71,-31.53,-24.69,-20.5,-54.2223,-21.3051,-30.072,-31.011,-26.93,-22.5867,-33.46395,-34.12859474,-44.98654242,-48.29714286
1932,-41.65,-34.68,-29.971,-43.48,-41.79,-44.88,-45.4,-49.95,-49.88,-34.32,-23.41,-20.82,-56.4279,-20.3487,-30.682,-32.266,-27.16,-21.6193,-33.79205,-33.89152143,-43.135713,-49.54442308
1931,-41.81,-31.9,-29.58,-44.06,-45.6,-43.9,-46.26,-49.55,-48.66,-36.6,-23.31,-19.07,-57.9258,-18.2964,-29.471,-32.526,,-21.1342,-32.1692,-34.01444474,-42.08973093,-49.80931818
1930,-43.34,-31.17,-28.877,-45.07,-47.78,-43.52,-49.9,-49.52,-48.74,-34.21,-23.15,-20.81,-58.2034,-19.8941,-29.136,-32.219,,-22.4982,-32.39405,-34.26630238,-42.6696721,-49.79159091
1929,-46.47,-31.37,-31.073,-44.74,-48.07,-45.88,-49.66,-51.9,-49.31,-33.23,-23.36,-23.54,-57.0034,-19.7769,-28.9,-33.75,,-22.5082,-33.7222,-34.60253421,-44.24153013,-49.99525
1928,-46.46,-32.33,-29.866,-43.98,-48.93,-45.91,-49.85,-50.57,-50.05,-35.55,-24.24,-20.99,-54.7025,-20.5641,-30.569,-32.178,,-21.5651,-33.21415,-33.77039286,-43.3330535,-50.20813953
1927,-47.5,-32.71,-30.364,-43.96,-48.64,-47.61,-48.33,-48.82,-50.8,-38.1,-22.81,-23.16,-53.3656,-19.5678,-30.288,-32.635,,-22.8367,-33.3222,-34.28782105,-42.4452324,-50.28767442
1926,-48.55,-32.69,-29.273,-44.97,-48.33,-48.39,-46.8,-48.95,-50.18,-36.61,-23.91,-21.02,-53.8805,-20.7172,-30.119,-30.687,,-22.2605,-31.972,-32.75469762,-41.99970614,-49.72458333
1925,-49.54,-32.8,-29.405,-44.65,-50.11,-47.22,-47.42,-49.41,-50.23,-35.91,-23.71,-19.64,-55.3899,-19.9285,-29.232,-31.65,,-22.8908,-31.60295,-34.60639474,-43.86487017,-50.69583333
1924,-47.35,-32.25,-29.904,-44.29,-47.88,-44.57,-46.52,-49.44,-50.37,-33.95,-21.87,-21.7,-56.3734,-20.3748,-29.565,-30.924,,-22.6067,-32.4791,-35.3346381,-44.60505436,-50.60122449
1923,-46.06,-31.69,-29.06,-44.33,-45.6,-46.04,-46.1,-51.41,-51.68,-32.89,-23.57,-21.71,-54.9952,-19.5905,-29.623,-30.526,,-22.2861,-32.55275,-34.36942106,-42.896766,-50.57130435
1922,-48.42,-31.86,-30.056,-43.01,-46.44,-48.27,-49.01,-51.08,-50.3,-33.62,-23.63,-20.01,-53.5051,-17.8057,-29.202,-30.265,,-22.2194,-31.90115,-35.05451905,-42.9467229,-49.66954545
1921,-48.48,-33.78,-28.423,-41.35,-46.78,-46.79,-50.42,-52.16,-48.32,-34.97,-24.08,-18.74,-51.7801,-19.1132,-30.046,-32.257,,-23.0225,-31.871,-34.64739737,-44.1548827,-49.04189189
1920,-48.08,-34.44,-28.881,-43.13,-47.31,-45.4,,-51.68,-47.92,-35.53,-21.27,-20.18,-50.2708,-20.8688,-29.954,-31.741,,-22.5877,-33.03915,-33.96610238,-41.40432057,-48.37777778
1919,-47.72,-31.65,-31.078,-43.81,-48.17,-46.72,,-49.32,-47.44,-35.82,-23.48,-20.26,-54.2571,-19.4288,-29.503,-32.126,,-21.8157,-33.5838,-33.5981,-42.40179629,-49.23727273
1918,-45.78,-33.34,-29.782,-44.16,-47.38,-46.84,,-47.08,-50.36,-33.25,-25.58,-21.26,-54.6265,-20.1743,-30.046,-31.611,,-22.2586,-32.4452,-33.70508095,-44.88793118,-49.58558824
1917,-45.43,-31.96,-29.949,-45.7,-47.62,-47.51,,-47.41,-51.32,-35.44,-24.87,-19.92,-51.5269,-18.748,-28.857,-31.115,,-21.079,-34.3742,-33.59472632,-43.404862,-48.96166667
1916,-44.61,-31.27,-29.396,-47.03,-48.45,-47.81,,-47.97,-53.46,-36.37,-24.86,-19.91,-52.2353,-20.3057,-28.472,-31.722,,-23.1988,-31.52605,-34.47286667,-43.03655775,-49.03694444
1915,-43.8,-33,-30.289,-45.51,-46.96,-46.85,,-47.34,-53.57,-37.01,-26.53,-22.54,-54.1145,-20.4199,-28.961,-32.169,,-21.5641,-32.65525,-33.46432895,-44.7760061,-49.19764706
1914,-43.67,-33.91,-30.742,-43.09,-47.18,-47.86,,-47.75,-50.42,-34.8,-26.09,-21.07,-54.9927,-19.5684,-28.156,-33.926,,-22.5154,-33.14695,-34.39280953,-43.9733265,-48.59351351
1913,-44.07,-34.71,-28.801,-43.15,-47.99,-47.85,,-48.15,-48.33,-35.66,-24.79,-21.24,-56.6009,-20.4519,-29.342,-31.855,,-22.4841,-32.60405,-32.53939474,-44.61488042,-49.35971429
1912,-45.24,-32.49,-28.607,-44.98,-44.88,-47.72,,-49.27,-50.75,-33.73,-20.46,-21.41,-56.8025,-20.1079,-31.136,-30.826,,-22.3485,-31.6988,-32.62928334,-43.2799232,-48.50641026
1911,-47.36,-31.28,-29.593,-45.48,-44.58,-48.11,,-48.77,-51.09,-34.48,-23.94,-21.49,-55.3949,-19.0925,-31.771,-32.091,,-22.2058,-31.965,-34.43607106,-42.817722,-47.6475
1910,-48.24,-31.67,-30.637,-44.97,-45.24,-50.59,,-49.18,-49.65,-35.38,-23.83,-22.56,-55.2661,-19.2387,-32.439,-32.107,,-22.2982,-34.282,-34.3171,-45.52406322,-48.78972973
1909,-49.09,-33.82,-28.721,-43.34,-47.39,-50.21,,-49.51,-51.29,-33.67,-24.64,-22.38,-53.155,-18.5415,-28.973,-31.88,,-21.782,-34.61975,-34.38442106,-44.52598867,-49.25882353
1908,-48.51,-34.15,-28.825,-43.34,-47.83,-46.24,,-51.08,-50.75,-36.19,-25.16,-21.19,-51.1629,-19.723,-28.48,-32.982,,-22.4768,-33.21685,-33.93649524,-42.21534638,-48.83
1907,-47.52,-32.94,-30.339,-43.47,-48.1,-44.68,,-52.54,-50.39,-34.57,-25.61,-22.59,-49.6593,-19.7952,-30.578,-34.125,,-22.0407,-34.4268,-34.13871842,-43.869363,-49.17727273
1906,-46.05,-32.59,-30.841,-44.01,-46.43,-45.72,,-52.93,-50.1,-37.88,-23.61,-19.6,-50.9234,-20.062,-29.224,-34.049,,-22.2949,-34.0149,-34.19235953,-46.25455389,-48.52545455
1905,-46.01,-33.05,-31.486,-43.33,-45.98,-47.33,,-52.5,-51.17,-35.68,-23.18,-19.72,-53.8108,-20.2823,-28.396,-31.907,,-21.94885,-34.1298,-33.85502105,-42.0342662,-49.1325
1904,-46.9,-32.15,-28.531,-41.42,,-48.9,,-52.13,-51.87,-36.09,-22.17,-19.73,-56.2708,-20.057,-29.129,-30.163,,-23.2914,-32.61115,-33.19926429,-40.30511086,-48.06741935
1903,-46.68,-30.8,-29.034,-40.77,,-49.14,,-50.72,-50.9,-34.76,-21.93,-18.02,-56.479,-19.5967,-30.228,-34.175,,-22.87965,-33.7209,-34.51163684,-44.21236125,-47.16647059
1902,-46.28,-31.5,-27.792,-41.63,,-49.76,,-50.82,-48.31,-35.77,-22.3,-19.57,-55.5034,-19.6998,-28.413,-32.721,,-21.3541,-33.05295,-33.25767143,-41.865282,-47.26090909
1901,-46.14,-32.88,-28.741,-42.13,,-48.27,,-51.47,-49.91,-35.86,-23.01,-21.04,-55.6578,-20.01,-29.627,-31.368,,-22.4739,-32.0258,-33.45163947,-42.56457433,-48.87205882
1900,-46.1,-33.49,-29.37,-43.22,,-47.81,,-51.09,,-33.1,-25.12,-23.4,-57.1904,-18.3327,-29.569,-32.705,,-21.775,-32.95495,-33.47159048,-41.72416986,-48.75580645
1899,-45.68,-34.29,-30.606,-44.31,,-49.22,,-48.81,,-33.35,-26.38,-24.17,-55.0716,,,,,-22.1899,-32.0985,-33.27416053,-41.12886182,-48.52058824
1898,-46.75,-33.69,-29.208,-45.18,,,,-47.38,,-35.24,-25.54,-22.55,-53.9012,,,,,-20.6008,-32.0324,-33.66961429,-40.61894757,-48.0216129
1897,-47.83,-32.45,-29.937,-46.39,,,,-48.66,,-34.65,-23.52,-22.79,-55.7419,,,,,-22.84315,-33.8114,-34.35944737,-40.928236,-47.9496875
1896,-47.16,-31.42,-29.284,-46.71,,,,,,-35.51,-23.07,-23.12,-55.3714,,,,,-23.3109,-33.1711,-34.66369524,-43.4239709,-47.59138889
1895,-46.12,-33.13,-30.866,-46.07,,,,,,-35.82,-22.94,-21.36,-52.4,,,,,-22.3572,-33.1194,-34.6975079,-42.81946638,-48.12967742
1894,-46.58,-34.03,-30.595,,,,,,,-35.46,-24.55,-21.37,-50.7016,,,,,-21.34835,-32.7191,-34.90914286,-40.50382875,-48.47774194
1893,-46.62,-32.55,-29.676,,,,,,,-35.62,-25.28,-21.05,-52.6509,,,,,-21.71725,-33.8013,-34.85169211,-39.35596456,-48.76233333
1892,-46.14,-32.64,-29.644,,,,,,,-34.99,-25.05,-21.48,-54.1931,,,,,-22.9591,-32.6802,-35.21722857,-43.64449164,-48.07
1891,-46.92,-34.1,-29.576,,,,,,,-35.39,-24.18,,-54.8815,,,,,-22.43865,-32.5572,-33.64123421,-41.61962967,-47.55171429
1890,-46.64,-31.97,-29.029,,,,,,,-35.82,-28.6,,-54.9957,,,,,-23.02065,-33.8502,-34.60409524,-40.71544838,-47.35
1889,,-30.79,-27.938,,,,,,,-35.9,-24.72,,-54.7645,,,,,-22.8427,-32.6419,-33.35846053,-40.81789509,-47.9815625
1888,-45.84,-30.77,-28.68,,,,,,,-38.34,-24.72,,-54.748,,,,,-22.72585,-31.8674,-32.86179286,-42.30127083,-48.33758621
1887,-46.26,-31.43,-28.56,,,,,,,-36.35,-24.71,,-54.7243,,,,,-22.9161,-32.847,-33.58072632,-42.92018288,-49.055
1886,-47.21,-33.27,-28.749,,,,,,,-37.36,-21.77,,-52.7695,,,,,-22.44035,-32.3523,-33.58040476,-44.55383811,-49.36346154
1885,-48.74,-32.69,-29.726,,,,,,,-35.05,-24.62,,-50.6342,,,,,-21.80835,-33.7812,-33.1031079,-43.77734617,-49.5924
1884,-49.11,-32.41,-31.398,,,,,,,-35.62,-24.45,,-52.5469,,,,,-21.7176,-32.633,-32.55963334,-42.2033578,-50.00769231
1883,-49.32,-34.07,-27.212,,,,,,,-37.8,-22.05,,-53.1585,,,,,-23.71735,-32.5883,-33.0926079,-42.5038015,-50.0275
1882,-48.85,-33.88,-30.783,,,,,,,-36.78,-20.03,,-54.4773,,,,,-22.32905,-32.1566,-34.06608572,-42.9950901,-50.18555556
1881,-47.78,-34.02,-30.774,,,,,,,-36.53,-23.87,,-54.377,,,,,-23.7111,-33.7086,-34.42007632,-41.08228,-49.81
1880,-47.34,,-30.837,,,,,,,-35.12,-23.61,,-54.71,,,,,-21.6596,-34.2543,-34.64421191,-42.35824522,-49.89392857
1879,-47.03,,-30.335,,,,,,,-35.84,-23.25,,-54.9473,,,,,-21.8918,-32.8872,-32.70551579,-43.58464591,-48.54625
1878,-46.68,,-28.365,,,,,,,-35.57,-22.68,,-55.5201,,,,,-22.2973,-32.0068,-31.34731905,-41.6727185,-47.435
1877,-46.55,,-29.769,,,,,,,-35.31,-24.05,,-55.2736,,,,,-23.2624,-30.7822,-31.85316053,-42.65927644,-48.16307692
1876,-46.18,,-28.057,,,,,,,-34.76,-26.5,,-53.0915,,,,,-22.2756,-31.8133,-34.61259762,-43.1778676,-47.93461538
1875,-46.54,,-31.242,,,,,,,-33.86,-24.38,,-51.4748,,,,,-23.4602,-33.5915,-34.76494737,-45.43899292,-47.42411765
1874,-46.45,,-30.511,,,,,,,-36.32,-25.18,,-52.7907,,,,,-22.8618,-32.7011,-33.71102143,-41.78481233,-47.689
1873,-46.28,,-29.009,,,,,,,-37.4,-26.16,,-55.5253,,,,,-23.5672,-31.879,-34.27052106,-42.14212144,-47.9937037
