year,"JRI (Aristarain et al., 2004)",Ferrigno,ITASE-01-3,WD05A 112.125W,ITASE-00-5
606,-143.9,,,-240.2514286,
605,-147.4,,,-252.3573684,
604,-157.1,,,-250.5190476,
603,-148.9,,,-254.9268421,
602,-146.4,,,-251.7409524,
601,-143.9,,,-260.64,
600,-141,,,-263.142381,
599,-151.9,,,-259.2042105,
598,-147.7,,,-259.8157143,
597,-145.75,,,-265.8652632,
596,-143.8,,,-282.2104762,
595,-158.9,,,-259.0652632,
594,-144.7,,,-259.4528571,
593,-152.6,,,-258.6757895,
592,-151.35,,,-266.3285714,
591,-150.1,,,-264.7615789,
590,-148.85,,,-256.7904762,
589,-147.6,,,-266.7531579,
588,-145.7,,,-275.7580952,
587,-138.7,,,-270.5784211,
586,-155.8,,,-263.7866667,
585,-150.35,,,-265.4736842,
584,-144.9,,,-261.9052381,
583,-152.8,,,-265.6236842,
582,-145.5,,,-266.7780952,
581,-154.9,,,-282.3547368,
580,-150.85,,,-278.2461905,
579,-146.8,,,-267.7005263,
578,-150.7,,,-261.4947619,
577,-151.8,,,-261.4047368,
576,-148.9,,,-267.9380952,
575,-146,,,-250.6315789,
574,-149.9,,,-257.9061905,
573,-171.8,,,-260.7642105,
572,-163.1,,,-262.5242857,
571,-154.4,,,-264.5552632,
570,-152,,,-276.43,
569,-155.8,,,-257.3894737,
568,-150,,,-253.3133333,
567,-153.7,,,-255.0389474,
566,-157.4,,,-255.6190476,
565,-157.9,,,-278.4957895,
564,-148.6,,,-266.8138095,
563,-149.3,,,-264.2926316,
562,-150,,,-265.2038095,
561,-153.6,,,-265.24,
560,-152.5,,,-268.6,
559,-149.4,,,-263.8026316,
558,-146.3,,,-261.0847619,
557,-155.4,,,-262.4615789,
556,-150.5,,,-259.6804762,
555,-151.75,,,-249.3505263,
554,-153,,,-259.0742857,
553,-146.4,,,-261.4963158,
552,-147.1,,,-262.6942857,
551,-147.8,,,-266.9463158,
550,-148.5,,,-257.9085714,
549,-137.9,,,-265.1842105,
548,-162.1,,,-254.2333333,
547,-157.4,,,-260.75,
546,-152.7,,,-257.5852381,
545,-152.1,,,-269.4957895,
544,-145.8,,,-251.8190476,
543,-148.35,,,-260.5857895,
542,-150.9,,,-267.4619048,
541,-149.9,,,-249.7515789,
540,-149.85,,,-252.4547619,
539,-149.8,,,-266.9221053,
538,-142.5,,,-266.5047619,
537,-150,,,-265.0547368,
536,-152.25,,,-264.5271429,
535,-154.5,,,-254.9689474,
534,-153.2,,,-237.3552381,
533,-131.8,,,-268.9373684,
532,-140.1,,,-269.3509524,
531,-148.4,,,-263.2489474,
530,-155,,,-271.2442857,
529,-150.4,,,-256.4357895,
528,-152.25,,,-261.322381,
527,-154.1,,,-275.2731579,
526,-141.5,,,-270.1590476,
525,-149.55,,,-263.1136842,
524,-157.6,,,-240.86,
523,-149.8,,,-262.9963158,
522,-146.2,,,-258.482381,
521,-141.6,,,-258.6805263,
520,-137,,,-255.0433333,
519,-143.1,,,-255.6131579,
518,-147,,,-256.187619,
517,-150.9,,,-249.4342105,
516,-148.4,,,-255.7966667,
515,-139.7,,,-259.8973684,
514,-144.1,,,-265.7957143,
513,-148.5,,,-261.1057895,
512,-146.2,,,-264.0590476,
511,-146.9,,,-266.2273684,
510,-147.6,,,-267.247619,
509,-141.9,,,-265.4494737,
508,-152.6,,,-266.0457143,
507,-154.05,,,-271.2263158,
506,-155.5,,,-262.6861905,
505,-157.9,,,-251.4215789,
504,-159.2,,,-258.7180952,
503,-160.5,,,-263.8826316,
502,-137.9,,,-255.3780952,
501,-136.85,,,-260.8126316,
500,-135.8,,,-266.6880952,
499,-142.1,,,-254.2073684,
498,-137.9,,,-264.742381,
497,-140.7,,,-261.0947368,
496,-143.5,,,-255.1561905,
495,-150.3,,,-257.4452632,
494,-151.6,,,-265.4990476,
493,-152.9,,,-267.1084211,
492,-155.9,,,-259.712381,
491,-148.7,,,-260.0478947,
490,-141.5,,,-253.7138095,
489,-151.4,,,-258.0963158,
488,-140.9,,,-255.2419048,
487,-142.25,,,-268.8205263,
486,-143.6,,,-263.3409524,
485,-154.1,,,-254.3468421,
484,-155.85,,,-261.2742857,
483,-157.6,,,-261.8726316,
482,-141.4,,,-268.9147619,
481,-139,,,-261.9031579,
480,-136.6,,,-252.8366667,
479,-141.7,,,-251.0878947,
478,-144.2,,,-270.3309524,
477,-146.7,,,-269.9684211,
476,-145,,,-255.3933333,
475,-141.15,,,-269.5473684,
474,-137.3,,,-267.5890476,
473,-155.5,,,-270.0105263,
472,-148.35,,,-266.0047619,
471,-141.2,,,-271.54,
470,-135.7,,,-275.65,
469,-140.75,,,-256.0636842,
468,-145.8,,,-245.8228571,
467,-152.9,,,-248.9105263,
466,-151.4,,,-251.3138095,
465,-149.9,,,-260.9215789,
464,-144.6,,,-269.3833333,
463,-141.05,,,-263.5721053,
462,-137.5,,,-252.8161905,
461,-137.3,,,-247.5426316,
460,-146.65,,,-247.2728571,
459,-156,,,-254.0031579,
458,-149.5,,,-247.2533333,
457,-148.35,,,-264.82,
456,-147.2,,,-255.4971429,
455,-128.6,,,-254.0368421,
454,-142.1,,,-266.5490476,
453,-155.6,,,-277.2389474,
452,-150.7,,,-254.2361905,
451,-155,,,-254.5831579,
450,-159.3,,,-270.0395238,
449,-161,,,-276.3652632,
448,-160.75,,,-257.4842857,
447,-160.5,,,-247.0047368,
446,-153,,,-256.6095238,
445,-148.6,,,-263.5789474,
444,-144.2,,,-249.2885714,
443,-144.6,,,-257.2784211,
442,-145.45,,,-268.5547619,
441,-146.3,,,-274.9373684,
440,-144.5,,,-270.0242857,
439,-150.4,,,-266.1468421,
438,-156.3,,,-260.6071429,
437,-140.3,,,-264.8563158,
436,-142.75,,,-264.2695238,
435,-145.2,,,-261.3194737,
434,-144.9,,,-266.5842857,
433,-144.6,,,-267.9589474,
432,-147.9,,,-254.7609524,
431,-151.1,,,-257.2215789,
430,-154.3,,,-241.1652381,
429,-156.1,,,-269.6384211,
428,-156,,,-268.71,
427,-155.9,,,-257.5505263,
426,-150.3,,,-261.2542857,
425,-159.4,,,-258.3663158,
424,-168.5,,,-257.0966667,
423,-154.1,,,-256.3821053,
422,-150.05,,,-264.9214286,
421,-146,,,-267.0736842,
420,-149.4,,,-265.9690476,
419,-152.8,,,-268.8668421,
418,-155.2,,,-267.3357143,
417,-150.15,,,-260.5942105,
416,-145.1,,,-269.8538095,
415,-150.3,,,-256.7110526,
414,-149.8,,,-259.1547619,
413,-149.3,,,-263.0463158,
412,-146.35,,,-260.0019048,
411,-143.4,,,-277.1336842,
410,-149,,,-275.1119048,
409,-146.85,,,-253.4252632,
408,-144.7,,,-258.9714286,
407,-150.7,,,-249.8594737,
406,-153.8,,,-258.2338095,
405,-156.9,,,-256.0405263,
404,-154.15,,,-247.9719048,
403,-151.4,,,-271.1126316,
402,-139.3,,,-257.9847619,
401,-147.95,,,-256.8584211,
400,-156.6,,,-275.5309524,
399,-145.9,,,-265.9547368,
398,-144.6,,,-257.29,
397,-143.3,,,-263.5663158,
396,-141.5,,,-254.1561905,
395,-139.7,,,-267.9826316,
394,-143.5,,,-266.5771429,
393,-146.2,,,-272.2505263,
392,-148.9,,,-265.3971429,
391,-144.3,,,-281.4252632,
390,-139.7,,,-278.0895238,
389,-136.7,,,-268.7626316,
388,-140.5,,,-273.3985714,
387,-144.3,,,-262.7994737,
386,-138.6,,,-253.357619,
385,-143.85,,,-255.8073684,
384,-149.1,,,-256.7266667,
383,-149.2,,,-251.4694737,
382,-149.3,,,-265.3685714,
381,-155.2,,,-267.1526316,
380,-152.45,,,-257.7238095,
379,-149.7,,,-268.8168421,
378,-151.35,,,-259.5485714,
377,-153,,,-257.8505263,
376,-140,,,-262.7914286,
375,-141.75,,,-272.96,
374,-143.5,,,-260.3919048,
373,-147.6,,,-272.7068421,
372,-151.7,,,-262.2195238,
371,-159.1,,,-245.8863158,
370,-151.35,,,-251.0895238,
369,-143.6,,,-254.04,
368,-145.3,,,-261.5157143,
367,-147,,,-268.0089474,
366,-146.6,,,-271.5004762,
365,-152,,,-265.2994737,
364,-157.4,,,-280.1866667,
363,-152.9,,,-279.8194737,
362,-148.4,,,-273.1061905,
361,-140.4,,,-262.7494737,
360,-141.15,,,-285.8261905,
359,-141.9,,,-259.7252632,
358,-144.85,,,-255.7380952,
357,-147.8,,,-263.3068421,
356,-147.4,,,-268.6319048,
355,-147,,,-261.2173684,
354,-146.1,,,-273.782381,
353,-144.6,,,-268.9510526,
352,-143.1,,,-260.532381,
351,-147,,,-252.99,
350,-150.9,,,-247.7233333,
349,-148.6,,,-264.5984211,
348,-150,,,-255.1938095,
347,-151.4,,,-252.0026316,
346,-154.9,,,-257.1809524,
345,-158.4,,,-252.9910526,
344,-162.6,,,-250.7652381,
343,-166.8,,,-244.3452632,
342,-153.3,,,-251.017619,
341,-152.45,,,-263.5763158,
340,-151.6,,,-258.94,
339,-150.55,,,-265.1778947,
338,-149.5,,,-255.2585714,
337,-148.5,,,-262.3605263,
336,-147.5,,,-283.6495238,
335,-158.9,,,-277.2536842,
334,-158.2,,,-251.912381,
333,-157.5,,,-268.3921053,
332,-151.15,,,-272.3638095,
331,-144.8,,,-271.8184211,
330,-148.35,,,-256.0095238,
329,-151.9,,,-255.7657895,
328,-151.7,,,-270.3747619,
327,-151.5,,,-269.4205263,
326,-155.1,,,-264.2619048,
325,-155.4,,,-257.1436842,
324,-155.7,,,-252.3709524,
323,-156.75,,,-253.8310526,
322,-157.8,,,-262.3247619,
321,-157.05,,,-274.5636842,
320,-156.3,,,-268.9809524,
319,-152.35,,,-265.1615789,
318,-148.4,,,-253.0938095,
317,-148.9,,,-256.3973684,
316,-149.4,,,-278.9995238,
315,-152.65,,,-257.8042105,
314,-155.9,,,-262.7319048,
313,-161.8,,,-261.4584211,
312,-154.2,,,-265.0066667,
311,-146.6,,,-256.2505263,
310,-149.55,,,-265.3038095,
309,-152.5,,,-252.8010526,
308,-150.25,,,-259.0642857,
307,-148,,,-264.8063158,
306,-149.9,,,-264.4728571,
305,-151.8,,,-261.5810526,
304,-148.3,,,-254.9495238,
303,-144.8,,,-243.0363158,
302,-149.3,,,-267.3614286,
301,-153.8,,,-265.2031579,
300,-152.5,,,-255.4919048,
299,-151.2,,,-252.7073684,
298,-152.55,,,-260.3166667,
297,-153.9,,,-280.1263158,
296,-150.35,,,-290.5580952,
295,-146.8,,,-279.1763158,
294,-148.7,,,-266.2433333,
293,-150.6,,,-249.5163158,
292,-152.35,,,-261.5185714,
291,-154.1,,,-271.1231579,
290,-153.2,,,-260.5447619,
289,-152.3,,,-266.7563158,
288,-144.45,,,-270.1738095,
287,-136.6,,,-272.4494737,
286,-146.4,,,-266.8019048,
285,-156.2,,,-248.8115789,
284,-156.6667,,,-261.8742857,
283,-157.1333,,,-261.9847368,
282,-157.6,,,-276.7604762,
281,-151.55,,,-279.18,
280,-145.5,,,-260.9628571,
279,-141.95,,,-262.9273684,
278,-138.4,,,-267.7666667,
277,-140.8,,,-260.9705263,
276,-143.2,,,-269.9919048,
275,-144.65,,,-265.2684211,
274,-146.1,,,-256.4780952,
273,-150.5,,,-265.4547368,
272,-154.9,,,-263.1733333,
271,-156.75,,,-261.6973684,
270,-158.6,,,-241.7780952,
269,-156.15,,,-253.0405263,
268,-153.7,,,-260.7614286,
267,-151.25,,,-270.0268421,
266,-148.8,,,-266.5619048,
265,-152.5,,,-264.3768421,
264,-156.2,,,-263.7185714,
263,-153.8,,,-263.4178947,
262,-151.4,,,-277.3914286,
261,-159.5,,,-272.3863158,
260,-154.5667,,,-273.1033333,
259,-149.6333,,,-263.4531579,
258,-144.7,,,-265.51,
257,-154.65,,,-266.3721053,
256,-164.6,,,-258.9619048,
255,-161,,,-248.7373684,
254,-157.4,,,-261.7671429,
253,-152.55,,,-263.2431579,
252,-147.7,,,-271.5033333,
251,-147.5,,,-253.9989474,
250,-147.3,,,-258.8195238,
249,-150.7,,,-259.6384211,
248,-154.1,,,-265.0014286,
247,-145.85,,,-250.3921053,
246,-137.6,,,-267.1604762,
245,-142.1,,,-259.1010526,
244,-146.6,,,-262.1842857,
243,-150.5333,,,-257.7773684,
242,-154.4667,,,-261.5195238,
241,-158.4,,,-277.9694737,
240,-153.2,,,-268.7090476,
239,-148,,,-267.0794737,
238,-145.25,,,-265.0071429,
237,-142.5,,,-259.4457895,
236,-149.15,,,-253.4009524,
235,-155.8,,,-262.7110526,
234,-152.05,,,-263.2247619,
233,-148.3,,,-247.7805263,
232,-152.4,,,-256.6738095,
231,-156.5,,,-259.5042105,
230,-156.7,,,-261.92,
229,-156.9,,,-266.5926316,
228,-154.3333,,,-253.757619,
227,-151.7667,,,-253.9794737,
226,-149.2,,,-251.8266667,
225,-150,,,-250.0457895,
224,-150.8,,,-253.7719048,
223,-151.15,,,-262.2589474,
222,-151.5,,,-262.05,
221,-154.7,,,-251.9026316,
220,-157.9,,,-250.4609524,
219,-157.05,,,-262.7473684,
218,-156.2,,,-254.5438095,
217,-154.2333,,,-255.3815789,
216,-152.2667,,,-270.2961905,
215,-150.3,,,-264.5989474,
214,-144.6,,,-270.5228571,
213,-138.9,,,-245.6905263,
212,-142.05,,,-246.7933333,
211,-145.2,,,-261.1557895,
210,-153.15,,,-251.7519048,
209,-161.1,,,-257.8463158,
208,-156.7,,,-265.97,
207,-152.3,,,-261.5510526,
206,-155.0333,,,-250.742381,
205,-157.7667,,,-252.9242105,
204,-160.5,,,-258.7185714,
203,-152.95,,,-264.5368421,
202,-145.4,,,-268.587619,
201,-144.5,,,-261.07,
200,-143.6,,,-266.0814286,
199,-145.75,,,-264.7405263,
198,-147.9,,,-262.56,
197,-145.1,,,-267.2142105,
196,-142.3,,,-266.5314286,
195,-143.8,,,-259.4384211,
194,-145.3,,,-259.2485714,
193,-146.8,,,-274.3194737,
192,-151.45,,,-261.3604762,
191,-156.1,,,-268.5252632,
190,-151.85,,,-274.6747619,
189,-147.6,,,-269.9063158,
188,-145.2,,,-260.8371429,
187,-142.8,,,-262.9310526,
186,-145,,,-261.1690476,
185,-147.2,,,-260.1326316,
184,-149.4,,,-266.3747619,
183,-148.75,,,-269.1831579,
182,-148.1,,,-266.7080952,
181,-153.45,,,-274.5378947,
180,-158.8,,,-274.36,
179,-156.25,,,-272.0936842,
178,-153.7,,,-269.0485714,
177,-150.7333,,,-271.3742105,
176,-147.7667,,,-264.2004762,
175,-144.8,,,-267.8,
174,-147.9,,,-257.0309524,
173,-151,,,-262.9215789,
172,-149.95,,,-260.45,
171,-148.9,,,-259.7494737,
170,-150.05,,,-262.5595238,
169,-151.2,,,-262.96,
168,-143.15,,,-270.6666667,
167,-135.1,,,-276.8378947,
166,-140.1,,,-269.0085714,
165,-145.1,,,-252.6521053,
164,-150.1,,,-270.2661905,
163,-148.75,,,-261.6442105,
162,-147.4,,,-255.422381,
161,-152.05,,,-245.5984211,
160,-156.7,,,-262.212381,
159,-151.6,,,-251.6594737,
158,-146.5,,,-245.6328571,
157,-144.7,,,-256.0978947,
156,-142.9,,,-255.7066667,
155,-141.1,,,-258.7715789,
154,-143.6,,,-254.8652381,
153,-146.1,,,-264.4326316,
152,-151.8,,,-258.3566667,
151,-157.5,,,-270.6978947,
150,-153.9667,,,-274.8842857,
149,-150.4333,,,-262.8578947,
148,-146.9,,,-255.2042857,
147,-142.25,,,-258.3689474,
146,-137.6,,,-265.6533333,
145,-139.3,,,-270.4273684,
144,-141,,,-256.8161905,
143,-148.2,,,-256.9921053,
142,-155.4,,,-260.7685714,
141,-148.5333,,,-254.3168421,
140,-141.6667,,,-259.2861905,
139,-134.8,,,-266.3042105,
138,-137.6,,,-258.0880952,
137,-140.4,,,-257.7068421,
136,-144.75,,,-273.0004762,
135,-149.1,,,-255.8305263,
134,-152.65,,,-268.3609524,
133,-156.2,,,-265.2515789,
132,-154.1667,,,-259.3085714,
131,-152.1333,,,-261.5531579,
130,-150.1,,,-257.5352381,
129,-144.95,,,-258.7947368,
128,-139.8,,,-266.6785714,
127,-144.9,,,-274.1589474,
126,-150,,,-251.797619,
125,-147.9,,,-261.0421053,
124,-145.8,,,-269.0914286,
123,-146.6667,,,-274.0731579,
122,-147.5333,,,-271.1047619,
121,-148.4,,,-269.4142105,
120,-149.25,,,-260.9495238,
119,-150.1,,,-262.9457895,
118,-147.35,,,-252.942381,
117,-144.6,,,-270.3621053,
116,-147,,,-269.4366667,
115,-149.4,,,-271.9052632,
114,-149.2667,,,-261.14,
113,-149.1333,,,-260.1073684,
112,-149,,,-258.9561905,
111,-148.55,,,-245.5710526,
110,-148.1,,,-270.2047619,
109,-148.35,,,-274.3131579,
108,-148.6,,,-269.2371429,
107,-149.05,,,-255.8531579,
106,-149.5,,,-269.3790476,
105,-147.6667,,,-251.3394737,
104,-145.8333,,,-257.2928571,
103,-144,,,-261.2331579,
102,-147.2,,,-251.0142857,
101,-150.4,,,-261.5015789,
100,-151.55,,,-250.5880952,
99,-152.7,,,-266.6310526,
98,-152.6,,,-271.9133333,
97,-152.5,,,-265.2215789,
96,-153.8,,,-255.2990476,
95,-155.1,,,-248.3231579,
94,-153.4333,,,-249.3666667,
93,-151.7667,,,-258.9594737,
92,-150.1,,,-259.85,
91,-151.1,,,-269.6221053,
90,-152.1,,,-255.0480952,
89,-150.1,,,-258.2415789,
88,-148.1,,,-258.0690476,
87,-144.45,,,-244.5752632,
86,-140.8,,,-263.1671429,
85,-143.8,,,-266.4747368,
84,-146.8,,,-280.622381,
83,-149.8,,,-258.9489474,
82,-150.05,,,-250.6542857,
81,-150.3,,,-261.2594737,
80,-151.3,,,-242.1733333,
79,-152.3,,,-269.7636842,
78,-150.05,,,-263.7028571,
77,-147.8,,,-266.3089474,
76,-146.3667,,,-252.9866667,
75,-144.9333,,,-253.0810526,
74,-143.5,,,-253.3319048,
73,-147.8,,,-253.5836842,
72,-152.1,,,-253.832381,
71,-152.75,,,-254.0721053,
70,-153.4,,,-250.1309524,
69,-153.5,,,-248.2889474,
68,-153.6,,,-267.3538095,
67,-148.65,,,-256.4478947,
66,-143.7,,,-257.07,
65,-142.4333,,,-267.9405263,
64,-141.1667,,,-261.3809524,
63,-139.9,,,-266.6926316,
62,-141.75,,,-252.9757143,
61,-143.6,,,-252.1978947,
60,-144.65,,,-248.352381,
59,-145.7,,,-242.0921053,
58,-147.2,,,-253.7447619,
57,-148.7,,,-264.3831579,
56,-151.25,,,-251.0204762,
55,-153.8,,,-247.5273684,
54,-154.45,,,-255.1466667,
53,-155.1,,,-258.6152632,
52,-150.4,,,-273.6195238,
51,-145.7,,,-271.5342105,
50,-141,,,-265.2180952,
49,-145.65,,,-278.8352632,
48,-150.3,,,-268.8595238,
47,-151.25,,,-263.5731579,
46,-152.2,,,-255.727619,
45,-153.2,,,-260.8068421,
44,-154.2,,,-260.6438095,
43,-152.8,,,-253.7621053,
42,-151.4,,,-251.1161905,
41,-148.1,,,-249.7131579,
40,-144.8,,,-244.0842857,
39,-146.8667,,,-260.1515789,
38,-148.9333,,,-264.1338095,
37,-151,,,-254.3005263,
36,-147.7,,,-252.9942857,
35,-144.4,,,-261.8268421,
34,-149.8,,,-253.1238095,
33,-155.2,,,-255.9384211,
32,-147.9,,,-261.2409524,
31,-140.6,,,-263.5126316,
30,-150.3,,,-271.3519048,
29,-160,,,-278.7684211,
28,-153.4,,,-251.2452381,
27,-146.8,,,-258.2505263,
26,-147.7,,,-265.9,
25,-148.6,,,-251.4405263,
24,-150.05,,,-256.4104762,
23,-151.5,,,-262.9310526,
22,-150.9667,,,-258.7752381,
21,-150.4333,,,-269.6878947,
20,-149.9,,,-270.6104762,
19,-148.85,,,-247.2621053,
18,-147.8,,,-259.5819048,
17,-148.5,,,-265.7836842,
16,-149.2,,,-256.35,
15,-151.6,,,-248.8621053,
14,-154,,,-275.8728571,
13,-154.55,,,-257.4815789,
12,-155.1,,,-255.6071429,
11,-152.75,,,-260.0868421,
10,-150.4,,,-253.9704762,
9,-151.45,,,-278.1331579,
8,-152.5,,,-276.2547619,
7,-153.5,,,-271.5905263,
6,-154.5,,,-270.4971429,
5,-146.6,,,-276.53,
4,-138.7,,,-275.6571429,
3,-142.95,,,-263.4078947,
2,-147.2,,,-281.11,
1,-151.05,,,-270.7347368,
0,-154.9,,,-271.5233333,
-1,,,,-271.6626316,
-2,,,,-269.2619048,
-3,,,,-268.6284211,
-4,,,,-252.6833333,
-5,,,,-252.7552632,
-6,,,,-277.0114286,
-7,,,,-263.9436842,
-8,,,,-272.5661905,
-9,,,,-277.81,
-10,,,,-254.2166667,
-11,,,,-258.9515789,
-12,,,,-271.0566667,
-13,,,,-259.1536842,
-14,,,,-262.0914286,
-15,,,,-253.4789474,
-16,,,,-264.4233333,
-17,,,,-267.6984211,
-18,,,,-273.8261905,
-19,,,,-250.6305263,
-20,,,,-251.9261905,
-21,,,,-260.4031579,
-22,,,,-251.2585714,
-23,,,,-260.0268421,
-24,,,,-257.2128571,
-25,,,,-252.2236842,
-26,,,,-253.44,
-27,,,,-256.9936842,
-28,,,,-259.7361905,
-29,,,,-265.34,
-30,,,,-255.7680952,
-31,,,,-258.2436842,
-32,,,,-259.0147619,
-33,,,,-265.5342105,
-34,,,,-264.8652381,
-35,,,,-258.0742105,
-36,,,,-258.85,
-37,,,,-260.56,
-38,,,,-277.4461905,
-39,,,,-269.98,
-40,,,,-251.0114286,
-41,,,,-256.1742105,
-42,,,,-257.1433333,
-43,,,,-275.3521053,
-44,,,,-254.4552381,
-45,,,,-263.8842105,
-46,,,,-273.8314286,
-47,,,,-270.2615789,
-48,,,,-274.982381,
-49,,,,-265.9684211,
-50,,,,-269.4954545,
